 AnimalID,animaltype,birthweight,birthweightadj,sireframescore,bcsrecent,bcsprevious,bcsdifference,damweightatwean,weandate,weangpd,weanheight,weanweight,weanwda,weanweightdate,adj205h,adj205w,weanframescore,ageatwean,yearlingheight,yearlingdate,yearlingweight,adjyearlingh,adjyearlingw,yearlingframescore,ageatyearling,customweight,customweightdate,customheight,customheightdate,currentwtcow,adj365dht,currentwtheifer,backfat,treatment,blockpen,replicate,email_id
129,Bull,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
130,Cow,80,80,0,0,0,0,0,10/29/2012,1.8,45,400,2.2,10/29/2012,45.7,0,0,0,49.5,3/26/2013,890,0,0,0,0,0,1/1/1960,0,1/1/1960,1190,50.5,0,0,0,0,0,test
131,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,982,0,0,0,0,0,0,test
132,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
133,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
134,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
135,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,697,0,0,0,0,0,1/1/1960,0,1/1/1960,1256,0,0,0,0,0,0,test
136,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
137,Cow,68,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1165,0,0,0,0,0,0,test
138,Cow,68,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1133,0,0,0,0,0,0,test
139,Cow,70,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1356,0,0,0,0,0,0,test
140,Cow,46,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1086,0,0,0,0,0,0,test
141,Cow,92,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1106,0,0,0,0,0,0,test
142,Cow,80,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1279,0,0,0,0,0,0,test
143,Cow,60,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
144,Cow,90,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
145,Cow,68,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1172,0,0,0,0,0,0,test
146,Cow,68,82,0,0,0,0,0,1/1/1960,2.2,48,0,2.4,1/1/1960,45,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1218,0,0,0,0,0,0,test
147,Cow,82,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1245,0,0,0,0,0,0,test
148,Cow,68,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1317,0,0,0,0,0,0,test
149,Cow,90,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1170,0,0,0,0,0,0,test
150,Cow,64,72,0,0,0,0,0,11/4/2013,1.9,43.5,555,2.2,11/4/2013,43.1,0,0,0,48,5/8/2014,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1314,46.1,0,0,0,0,0,test
151,Cow,70,70,0,0,0,0,0,11/5/2013,1.7,42,507,2,11/5/2013,40.8,0,0,0,46.5,5/8/2014,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1113,44.7,0,0,0,0,0,test
152,Cow,84,86,0,0,0,0,0,11/5/2013,2.3,45.5,668,2.7,11/5/2013,44.8,0,0,0,50.5,5/8/2014,864,0,0,0,0,0,1/1/1960,0,1/1/1960,1096,48.8,0,0,0,0,0,test
153,Cow,72,80,0,0,0,0,0,11/4/2013,2,44.75,561,2.3,11/4/2013,44.5,0,0,0,48,5/8/2014,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1320,46.3,0,0,0,0,0,test
154,Cow,74,74,0,0,0,0,0,11/5/2013,1.7,42,483,2,11/5/2013,41,0,0,0,44.5,5/8/2014,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1028,42.9,0,0,0,0,0,test
155,Cow,0,2,0,0,0,0,0,11/5/2013,0,46,0,0,11/5/2013,45.4,0,0,0,49.5,5/8/2014,663,0,0,0,0,0,1/1/1960,0,1/1/1960,1003,47.9,0,0,0,0,0,test
156,Cow,80,83,0,0,0,0,0,11/5/2013,1.5,42,452,1.8,11/5/2013,41.8,0,0,0,44.5,5/8/2014,618,0,0,0,0,0,1/1/1960,0,1/1/1960,831,42.9,0,0,0,0,0,test
157,Cow,80,82,0,0,0,0,0,11/5/2013,2.2,48,616,2.5,11/5/2013,47.4,0,0,0,51,5/8/2014,677,0,0,0,0,0,1/1/1960,0,1/1/1960,1118,49.4,0,0,0,0,0,test
158,Cow,80,80,0,0,0,0,0,11/5/2013,2.3,46,640,2.6,11/5/2013,45,0,0,0,49.5,5/8/2014,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1044,47.9,0,0,0,0,0,test
159,Cow,0,86,0,0,0,0,0,1/1/1960,2.2,45,0,2.5,1/1/1960,44.5,0,0,0,50.5,1/1/1960,711,0,0,0,0,0,1/1/1960,0,1/1/1960,0,48.9,0,0,0,0,0,test
160,Cow,0,8,0,0,0,0,0,1/1/1960,2,43,0,2,1/1/1960,42.9,0,0,0,48,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1310,46.5,0,0,0,0,0,test
161,Cow,90,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1071,0,0,0,0,0,0,test
162,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
163,Cow,0,75,0,0,0,0,0,1/1/1960,2,43,0,2.3,1/1/1960,42.6,0,0,0,47.5,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1504,46.1,0,0,0,0,0,test
164,Cow,84,86,0,0,0,0,0,11/5/2014,2.2,44.5,586,2.5,11/5/2014,44.3,0,0,0,51.5,5/8/2014,857,0,0,0,0,0,1/1/1960,0,1/1/1960,1005,50.3,0,0,0,0,0,test
165,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
166,Cow,0,70,0,0,0,0,0,1/1/1960,2.3,44.5,0,2.6,1/1/1960,43.9,0,0,0,48,1/1/1960,632,0,0,0,0,0,1/1/1960,0,1/1/1960,1131,46.8,0,0,0,0,0,test
167,Cow,80,88,0,0,0,0,0,11/4/2013,1.7,42,472,2.1,11/4/2013,42.3,0,0,0,46.5,5/8/2014,0,0,0,0,0,0,1/1/1960,0,1/1/1960,962,45.3,0,0,0,0,0,test
168,Cow,0,78,0,0,0,0,0,1/1/1960,1.7,43,0,2.1,1/1/1960,43.4,0,0,0,47,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1372,46,0,0,0,0,0,test
169,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
170,Cow,70,70,0,0,0,0,0,11/4/2013,1.7,41,432,2,11/4/2013,40.8,0,0,0,45,5/8/2014,0,0,0,0,0,0,1/1/1960,0,1/1/1960,1260,44.1,0,0,0,0,0,test
171,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
172,Cow,0,88,0,0,0,0,0,1/1/1960,2,42.5,0,2.4,1/1/1960,43.2,0,0,0,46.5,1/1/1960,657,0,0,0,0,0,1/1/1960,0,1/1/1960,0,45.8,0,0,0,0,0,test
173,Cow,62,70,0,0,0,0,0,11/4/2013,1.7,42,423,2,11/4/2013,42.7,0,0,0,45,5/8/2014,820,0,0,0,0,0,1/1/1960,0,1/1/1960,818,44.3,0,0,0,0,0,test
174,Cow,80,80,0,0,0,0,0,11/6/2013,2.4,46,571,2.8,11/6/2013,46,0,0,0,48.5,5/8/2014,856,0,0,0,0,0,1/1/1960,0,1/1/1960,844,47.9,0,0,0,0,0,test
175,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
176,Steer,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
177,Bull,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
178,Cow,0,8,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
179,Cow,60,68,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
180,Cow,56,64,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
181,Cow,60,60,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
182,Cow,70,78,0,0,0,0,0,9/26/2014,2.3,41.85,558,2.6,9/26/2014,42.5,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
183,Cow,80,85,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,740,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
184,Cow,70,70,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
185,Cow,66,66,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
186,Cow,70,70,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
187,Cow,60,68,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
188,Cow,76,76,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,1215,0,0,0,0,test
189,Cow,74,82,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
190,Cow,68,68,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
191,Cow,64,64,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
192,Bull,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
193,Cow,60,60,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
194,Cow,70,78,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
195,Cow,68,68,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
196,Cow,68,76,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,704,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,1242,0,0,0,0,test
197,Bull,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
198,Cow,68,68,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
199,Cow,78,80,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
200,Cow,86,86,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
201,Cow,90,92,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,721,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,1274,0,0,0,0,test
202,Cow,90,90,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
203,Cow,88,88,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,1275,0,0,0,0,test
204,Cow,90,90,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,1017,0,0,0,0,test
205,Cow,84,84,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
206,Cow,100,100,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
207,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
208,Cow,70,78,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
209,Cow,82,84,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,1243,0,0,0,0,test
210,Cow,94,102,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
211,Cow,70,70,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
212,Cow,78,78,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
213,Cow,70,70,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
214,Cow,80,80,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
215,Cow,64,72,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
216,Cow,90,90,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
217,Cow,100,100,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,639,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,1271,0,0,0,0,test
218,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
219,Cow,80,80,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
220,Cow,90,90,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
221,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
222,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
223,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
224,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,626,0,0,0,0,0,1/1/1960,0,1/1/1960,1382,0,0,0,0,0,0,test
225,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
226,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
227,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
228,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
229,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
230,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
231,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
232,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
233,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
234,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
235,Bull,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
236,Cow,52,60,0,0,0,0,818,1/1/1960,1.1,38.98,331,1.3,1/1/1960,38.4,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
237,Cow,80,80,0,0,0,0,0,1/1/1960,1.8,40.27,425,2.2,1/1/1960,40.5,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
238,Cow,88,88,0,0,0,0,0,1/1/1960,1.7,39.38,427,2.2,1/1/1960,39.6,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
239,Cow,88,88,0,0,0,0,0,1/1/1960,2.3,44.6,505,2.7,1/1/1960,45.1,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
240,Cow,86,86,0,0,0,0,0,1/1/1960,2.9,44.4,645,3.3,1/1/1960,44.6,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
241,Cow,70,75,0,0,0,0,0,11/2/2015,1.5,38.6,403,1.8,11/2/2015,38.6,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
242,Cow,80,85,0,0,0,0,0,1/1/1960,1.5,42,376,1.9,1/1/1960,42.9,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
243,Cow,0,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
244,Cow,66,71,0,0,0,0,0,11/2/2015,1.4,42.1,381,1.7,11/2/2015,42.2,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
245,Cow,90,90,0,0,0,0,0,1/1/1960,2.4,44.06,558,2.9,1/1/1960,44.4,0,0,0,47.5,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,47.4,0,0,0,0,0,test
246,Cow,100,100,0,0,0,0,0,1/1/1960,2.5,47.9,567,3,1/1/1960,48.3,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
247,Cow,74,74,0,0,0,0,0,1/1/1960,2,38.6,456,2.4,1/1/1960,39.1,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
248,Cow,92,92,0,0,0,0,0,1/1/1960,2.6,46.7,583,3.1,1/1/1960,47.2,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
249,Cow,60,60,0,0,0,0,0,1/1/1960,2.4,44.8,504,2.8,1/1/1960,45.3,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
250,Cow,72,72,0,0,0,0,0,1/1/1960,2.5,45.5,538,2.9,1/1/1960,46,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
251,Cow,90,90,0,0,0,0,0,11/2/2015,2.1,44.59,528,2.5,11/2/2015,44.4,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
252,Cow,80,80,0,0,0,0,0,1/1/1960,2,31.86,429,2.4,1/1/1960,32.6,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
253,Cow,86,86,0,0,0,0,0,1/1/1960,2.2,30.96,474,2.7,1/1/1960,31.7,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
254,Cow,86,91,0,0,0,0,0,1/1/1960,1.9,30.06,421,2.4,1/1/1960,31.2,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
255,Cow,84,84,0,0,0,0,0,1/1/1960,2.2,31.15,469,2.7,1/1/1960,31.9,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
256,Cow,58,66,0,0,0,0,0,1/1/1960,0.7,35.87,242,1,1/1/1960,35.5,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
257,Cow,64,72,0,0,0,0,0,1/1/1960,0.7,35.4,361,0.9,1/1/1960,31,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
